scenario,average_power_mw,energy_per_orbit_mwh,power_savings_percent,energy_savings_percent,daily_energy_mwh,battery_cycles_per_year,battery_lifetime_extension_percent,relative_thermal_load,estimated_temperature_drop_c
modular_duty_cycled,126.5352,200.3474,47.831292517006794,47.83129251700681,3036.8448,74.89515891891891,91.68579177967871,0.521687074829932,11.47951020408163
hybrid_fpga_burst,70.41435789473684,111.48939999999999,70.96913712853562,70.96913712853564,1689.9445894736841,41.677687510668555,244.4609980859167,0.29030862871464375,12.0
