t_min,mode,illumination,rail_mw,battery_v_loaded,soc_percent,charge_mw
886.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
887.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
888.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
889.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
890.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
891.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
892.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
893.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
894.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
895.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
896.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
897.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
898.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
899.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
900.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
901.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
902.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
903.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
904.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
905.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
906.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
907.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
908.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
909.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
910.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
911.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
912.0,eclipse_low,0.0,2.458,4.2,100.0,0.0
913.0,eclipse_low,0.0,2.458,4.2,99.9996,0.0
914.0,eclipse_low,0.0,2.458,4.1999,99.9991,0.0
915.0,eclipse_low,0.0,2.458,4.1999,99.9987,0.0
916.0,eclipse_low,0.0,2.458,4.1999,99.9982,0.0
917.0,eclipse_low,0.0,2.458,4.1999,99.9978,0.0
918.0,eclipse_low,0.0,2.458,4.1999,99.9973,0.0
919.0,eclipse_low,0.0,2.458,4.1999,99.9969,0.0
920.0,eclipse_low,0.0,2.458,4.1999,99.9965,0.0
921.0,eclipse_low,0.0,2.458,4.1999,99.996,0.0
922.0,eclipse_low,0.0,2.458,4.1999,99.9956,0.0
923.0,eclipse_low,0.0,2.458,4.1999,99.9951,0.0
924.0,eclipse_low,0.0,2.458,4.1999,99.9947,0.0
925.0,eclipse_low,0.0,2.458,4.1999,99.9943,0.0
926.0,eclipse_low,0.0,2.458,4.1999,99.9938,0.0
927.0,eclipse_low,0.0,2.458,4.1998,99.9934,0.0
928.0,eclipse_low,0.0,2.458,4.1998,99.9929,0.0
929.0,eclipse_low,0.0,2.458,4.1998,99.9925,0.0
930.0,eclipse_low,0.0,2.458,4.1998,99.992,0.0
931.0,eclipse_low,0.0,2.458,4.1998,99.9916,0.0
932.0,eclipse_low,0.0,2.458,4.1998,99.9912,0.0
933.0,eclipse_low,0.0,2.458,4.1998,99.9907,0.0
934.0,eclipse_low,0.0,2.458,4.1998,99.9903,0.0
935.0,eclipse_low,0.0,2.458,4.1998,99.9898,0.0
936.0,eclipse_low,0.0,2.458,4.1998,99.9894,0.0
937.0,eclipse_low,0.0,2.458,4.1998,99.989,0.0
938.0,eclipse_low,0.0,2.458,4.1998,99.9885,0.0
939.0,eclipse_low,0.0,2.458,4.1998,99.9881,0.0
940.0,eclipse_low,0.0,2.458,4.1997,99.9876,0.0
941.0,eclipse_low,0.0,2.458,4.1997,99.9872,0.0
942.0,eclipse_low,0.0,2.458,4.1997,99.9867,0.0
943.0,eclipse_low,0.0,2.458,4.1997,99.9863,0.0
944.0,eclipse_low,0.0,2.458,4.1997,99.9859,0.0
945.0,eclipse_low,0.0,2.458,4.1997,99.9854,0.0
946.0,eclipse_low,0.0,2.458,4.1997,99.985,0.0
947.0,eclipse_low,0.0,2.458,4.1997,99.9845,0.0
948.0,eclipse_low,0.0,2.458,4.1997,99.9841,0.0
949.0,eclipse_low,0.0,2.458,4.1997,99.9837,0.0
